,chunk_label,chunk_text,uuid
0,background0, Chronic conditions are a leading cause of death and disability worldwide and respective data on dietary patterns remain scant. The present study aimed to investigate dietary patterns and identify sociodemographic factors associated with Dietary Approaches to Stop Hypertension (Dietary Approaches to Stop Hypertension (DASH)) scores within a multi-ethnic population with various chronic conditions. ,bfcfc3ef-da82-4149-9f8a-f553c74da887
1,methods0," Participants and procedures  The data for this research comes from a population based, cross-sectional study lasting from February 2019 to September 2020 aimed at evaluating the Knowledge, Practice and Attitudes towards Diabetes Mellitus (DM) amongst residents of Singapore aged 18 years and above. A more to detailed methodology of the study can be found in an earlier paper [32]. The sample was randomly selected via a disproportionate stratified sampling design according to ethnicity (Chinese, Malay, Indian, Others) and age groups (18-34, 35-49, 50-64, 65 and above) from a national population registry database of all citizens and permanent residents within Singapore. The study oversampled certain minority populations, such as Malay and Indian ethnicity, as well as those above 65 years of age, in order to ensure sufficient sample size and to improve the reliability of the parameter estimates for these subgroups.",778e6ed7-b730-434d-898e-cbd13fea6082
2,methods1,"  Citizens and permanent residents who were randomly selected were sent notification letters followed by home visits by a trained interviewer from a survey research company to obtain their informed consent to participate in the study. Face-to-face interviews with those who were agreeable to participate were conducted in their preferred language (English, Mandarin, Malay, or Tamil). Responses were captured using computer assisted personal interviewing. Individuals who were unable to be contacted due to incomplete or incorrect addresses, were living outside of the country, or were incapable of attending the interview due to severe physical or mental conditions, language barriers, or were institutionalized or hospitalized at the time of the survey were excluded from the study. Written informed consent was obtained from all respondents prior to the survey, and for those aged 18 to 20 years, parental consent was sought as the official age of majority in Singapore is 21 years and above.",5d4f5a47-1244-4ddf-8db2-20d4eadc4d55
3,methods2,"  Measures  Socio-demographic information and body mass index  Socio-demographic data on age (18-34, 35-49, 50-64 and 65 and above), gender (Female, Male), ethnicity (Chinese, Malay, Indian and Others), education (Primary and below, Secondary, Pre-U/Junior College, Vocational Institute/ITE, Diploma, Degree, professional certifications and above), marital status (Single, Married/Cohabiting, Divorced/Separated/Widowed), employment (Employed, Economically inactive and Unemployed), and monthly personal income (Below $2,000 and no income, $2,000-$3,999, $4,000-$5,999, $6000-$9,999 and $10,000 and above) was collected. Further, Body Mass Index (Body Mass Index (BMI)) scores were categorised into four groups based on World Health Organization guidelines: ‘underweight (< 18.5 kg/m2), ‘normal range’ (≥ 18.5 kg/m2 and < 25 kg/m2), ‘overweight’ (≥ 25 kg/m2 and < 30 kg/m2), and ‘obese’ (>30 kg/m2) [33].",d2a93e92-d6d5-4eaf-a357-52e7725172b6
4,methods3,"  Diet screener  The diet screener comprises a list of 30 food/beverage items, that respondents’ rate on a 10-point scale ranging from ‘never/rarely’ to ‘6 or more times per day’, the frequency at which they consumed a particular food/beverage within the last one year [27]. Accordingly, scores obtained from the list of 30 food/beverage items are categorised into each of the seven intake components: fruit, vegetables, nuts/legumes, whole grains, red and processed meat, low fat dairy, and sweetened beverages. Based upon the scores within each of the seven components, participants received a score between 1 and 5 corresponding to the quintile of the intake they fall in, with reverse scoring utilized for meat and sweetened beverages. Followingly. these seven quintile scores are summed to form the overall Dietary Approaches to Stop Hypertension (DASH) score. Standard serving sizes were indicated for each food/beverage item to facilitate this process.",92c8458f-d423-4b0a-8d79-6b3016f13cd5
5,methods4," Intake frequencies were standardised to a number of servings per day for each food/beverage item. Fung et al. [34] provides a detailed description on the calculation of Dietary Approaches to Stop Hypertension (DASH) scores. The diet screener was interviewer-administered.  Chronic physical conditions  A modified version of the World Mental Health Composite International Diagnostic Interview (Composite International Diagnostic Interview (CIDI)) version 3.0 [35] checklist of chronic conditions was used, and the respondents were asked to report any of the conditions listed in the checklist. The question was read as, “I am going to read to you a list of health problems some people have.",f6544283-f756-478b-833d-e2c8456c2eee
6,methods5," Has a doctor ever told you that you have any of the following chronic medical conditions?” This was followed by a list of 18 chronic physical conditions (such as asthma, high blood sugar, hypertension, arthritis, cancer, neurological condition, Parkinson’s disease, stroke, congestive heart failure, heart disease, back problems, stomach ulcer, chronic inflamed bowel, thyroid disease, kidney failure, migraine headaches, chronic lung disease, and hyperlipidaemia) which were considered to be prevalent among Singapore’s population. If the participant gave a positive response for any of the conditions listed, they were then asked, “How old were you when you were diagnosed with the medical condition?” and, “Did you receive any treatment for it at any time during the past 12 months?”. ",0c801411-bb2b-48f9-a277-8f2802626a86
7,analysis0," Analyses in the present study were conducted with Stata version 15. In order to ensure representativeness of the data to the general population, survey weights were used to account for complex survey design. Means and standard deviations are provided for continuous variables, while frequencies and percentages are presented for categorical variables. In order to examine the variables associated with the total Dietary Approaches to Stop Hypertension (DASH) score, four linear regressions were conducted (within the total sample, and the three subgroups of no chronic condition, one chronic condition and multimorbidity) with the following predictor variables: age, gender, ethnicity, education, marital status, employment status, personal income, Body Mass Index (BMI) and chronic conditions. Statistical significance was set at the conventional alpha level of p < 0.05, using two-tailed tests. ",b6d24ed5-9515-4ed8-8d9f-6dd90b96b562
8,results0," Socio-demographics distribution and prevalence of physical comorbidities of the sample  Table 1 summarises the socio-demographic characteristics for the sample of 2,895 respondents. Chinese respondents made up 75.8% of the sample distribution, Malays 12.7%, Indians 8.6%, and Others 2.9%. 51.6% of the respondents were female, and Body Mass Index (BMI) scores indicated that 53.4% of the respondents were in the normal range based on World Health Organization (WHO) Body Mass Index (BMI) classification. 46.2% had no chronic physical condition, 26.3% had one chronic physical condition, and 27.2% had two or more chronic physical conditions. The most prevalent chronic condition was hyperlipidemia (22.2%, n=640), followed by hypertension (20.6%, n=668), high blood sugar (10.5%, n=465), back problems (10.2%, n=252), and asthma (9.9%, n=324). The results describing the prevalence of the different types of chronic physical conditions are displayed in Table 2.",6110de13-d37c-4bc5-9690-c5dd120af8b7
9,results4,"4  dBody Mass Index (BMI) Body Mass Index  Table 2 Prevalence of chronic physical condition in the sample, Singapore, 2019-2020, Knowledge, Attitudes, and Practices study on diabetes   Chronic physical conditions	n	Weighted %	 Overall prevalence			 Hyperlipidaemia or high cholesterol	640	22.22	 Hypertension or high blood pressure	668	20.55	 High blood sugar or diabetes	465	10.47	 Back problems including disk or spine	252	10.20	 Asthma	324	9.93	 Migraine headaches	278	7.87	 Arthritis or rheumatism	173	5.90	 Heart disease (including a heart attack, coronary heart disease, angina, or other heart disease)	150	3.83	 Thyroid disease	107	3.32	 Cancer	56	1.59	 Stomach ulcer	45	1.50	 Stroke or major paralysis (inability to use arms or legs)	32	0.90	 Kidney failure	32	0.77	 Chronic lung diseases such as chronic bronchitis or emphysema (excluding Asthma)	19	0.66	 A neurological condition, such as epilepsy or convulsions	12	0.38	 Congestive heart failure	24	0.",f968a0d8-6ae3-4cba-820d-a02eed3d286b
