,chunk_label,chunk_text,uuid
0,background0," Ketone bodies are a highly relevant topic in nutrition and medicine. The influence of medium-chain triglycerides (medium chain triglycerides (MCT)) on ketogenesis is well known and has been successfully used in ketogenic diets for many years. Nevertheless, the effects of medium chain triglycerides (MCT)s and coconut oil on the production of ketone bodies have only partially been investigated. Furthermore, the increased mobilisation of free fatty acids and release of catabolic hormones by caffeine suggest an influence of caffeine on ketogenesis. ",f12745c0-9033-4c21-9f55-de07c8ad7f5f
1,methods0," In a controlled, double-blind intervention study, seven young healthy subjects received 10 mL of tricaprylin (C8), tricaprin (C10), C8/C10 (50% C8, 50% C10), or coconut oil with or without 150 mg of caffeine, in 250 mL of decaffeinated coffee, over ten interventions. At baseline and after every 40 minutes, for 4 h, ßHB and glucose in capillary blood as well as caffeine in saliva were measured. Furthermore, questionnaires were used to survey sensory properties, side effects, and awareness of hunger and satiety. ",38b9a8ff-ab32-4d83-8520-83243907ef81
2,results0," The interventions with caffeine caused an increase in ßHB levels—in particular, the interventions with C8 highly impacted ketogenesis. The effect decreased with increased chain lengths. All interventions showed a continuous increase in hunger and diminishing satiety. Mild side effects (total = 12) occurred during the interventions.  Conclusions  The present study demonstrated an influence of caffeine and medium chain triglycerides (MCT) on ketogenesis. The addition of caffeine showed an additive effect on the ketogenic potential of medium chain triglycerides (MCT) and coconut oil. C8 showed the highest ketogenicity. ==== Body 1. Introduction  Coffee has been a popular beverage worldwide for centuries. There are many reasons for coffee consumption, such as social aspects, wellbeing, enjoyment, and with increasing relevant positive health effects [1, 2]. The main active ingredient in coffee is caffeine, a trimethylated xanthine derivate belonging to the group of alkaloids [3].",76e79b1a-9b95-4e96-be3a-d18fb1bbdc75
3,results1," Caffeine has a high bioavailability of nearly 100% and is mainly degraded by cytochrome P450 in the liver. The half-life of caffeine is 2.5–4.5 h [4]. Caffeine has a stimulating effect on the central nervous system, which is associated with a release of catecholamines [5, 6]. An increase in thermogenesis was described as early as 1915 and was confirmed in later studies [7–10]. In this context, an increased lipolysis and the release of free fatty acids were also described [10–13]. In addition to its influence on energy balance, coffee also has antioxidant, anti-inflammatory, antidiabetic, and other effects on health [2, 14, 15].  In association with the health effects of coffee, the trend beverage “bulletproof coffee” is under scrutiny. The development of bulletproof coffee goes back to an American biohacker who claims that the drink increases energy, performance, and satiety [16].",3a6aa79a-d844-4430-979d-b24aad3310eb
4,results2," The composition of bulletproof coffee varies; in most cases, it is a mixture of coffee, pasture butter, coconut oil, and medium-chain triglycerides (medium chain triglycerides (MCT)s). The addition of only medium chain triglycerides (MCT)s in coffee is also frequently used for bulletproof coffee. However, the effects described so far have been insufficiently investigated and may instead be caused by caffeine and a stimulation of ketogenesis by fats, especially medium chain triglycerides (MCT)s.  Ketogenesis occurs during starvation, intense fasting, or prolonged physical exertion and is thus important for supplying energy in the absence of carbohydrates. The most important quantitative ketone body is ß-hydroxybutyrate (ßHB), followed by acetoacetate [17]. Under regular conditions, ketone bodies are present in blood only at low levels (<0.1 mmol/L) [18, 19].",7d5f0d75-b633-46c5-9eb8-25ac696799b8
5,results3," After a fasting period of 24–36 hours, ßHB concentrations of 2-3 mmol/L are reached, which can rise to 6–8 mmol/L if starvation persists [17]. Ketogenesis may also be stimulated by ketogenic diets, the main application of which is in treating pharmacoresistant epilepsy in children and adolescents. However, these diets have also been successfully used in the therapy of some inborn metabolic errors [20]. The diets are based on a very high-fat diet with simultaneous carbohydrate restriction, whereby the metabolism is switched to fat and ketone body utilisation [21].  Especially in ketogenic diets, medium chain triglycerides (MCT)s have a special role and are often described as boosters. Due to rapid absorption, distribution, and preferential oxidation, medium chain triglycerides (MCT)s produce a higher formation rate of ketone bodies.",6e55defa-5a5e-4d08-b3a8-bf816ec57be4
6,results4," As such, medium chain triglycerides (MCT)s can be used to stimulate and/or stabilise ketone-body levels during a ketogenic diet and increase compliance [22–24]. Courchesne-Loyer et al. showed that medium chain triglycerides (MCT)s induce mild ketosis even in the absence of fasting or ketogenic diets [25]. Apart from in clinical applications, there is an increasing evidence that medium chain triglycerides (MCT)s and ketone bodies have other positive effects, such as increased satiety, neuroprotective effects, and improved memory [26, 27].  Studies investigating the influence of caffeine and medium chain triglycerides (MCT)s of different chain lengths on ketogenesis are currently insufficient. It is therefore impossible to determine the benefits of food trends and the use of medium chain triglycerides (MCT)s of different chain lengths and caffeine in clinical diets.",772d095e-7ed9-43ab-86dd-67fc8188be22
7,results5," This study therefore investigates the influence of caffeine and different medium chain triglycerides (MCT) products on ketogenesis using a minimally invasive kinetics study as well as the influence of such products on hunger and satiety.  2. Methods  2.1. Study Population  The criteria for inclusion were the absence of metabolic diseases (such as diabetes), the absence of other chronic or acute diseases (including psychological disorders), nonsmoker, not pregnant, normal BMI, no intolerance to medium chain triglycerides (MCT) or caffeine, no special nutrition habits (such as low carb, paleo, vegan, or ketogenic), and no drug use (excluding oral contraceptives) or use of nutritional supplements in the 30 days prior to the start of the study. Participants were excluded if they became ill before or during the study.",09bd8a8c-dda0-4ef8-8563-0f60b1ceb69b
8,results6," Recruitment was done using an online questionnaire (QuestionPro®), after which an informative conversation with qualified participants, ideally resulting in written consent, took place. The participants were then asked to avoid eating and drinking (except for water) for 12 hours before testing, and for 24 hours for alcoholic and caffeinated beverages, and then to arrive with an empty stomach. The study was conducted in accordance with the Declaration of Helsinki, and the protocol was approved by the Ethics Committee of the medical association of Westfalen-Lippe and the University of Muenster (Project identification code: 2018-266-f-S). The study was registered in the German Clinical Trials Register (DRKS00015098).  2.2. Study Design and Procedure  The base of the controlled, double-blind intervention study was minimally invasive measurements of glucose and ßHB, supported by a determination of caffeine in saliva.",085195e0-7637-4b63-945b-9f228a8d2779
9,results7," Each participant underwent ten interventions (see Table 1), including baseline analytics. Prior to beginning the study, the participants received detailed training on the blood glucose and ketone monitoring system Freestyle Precision Neo from Abbott (Witney, UK) and how to collect the saliva sample with Salivette® from Sarstedt (Nümbrecht, Germany). On the day of the study, participants were asked about their compliance with the fasting time and caffeine abstinence and whether they had acute diseases. They were then assigned to air-conditioned test booths, in which the required test materials (meter, test strips, lancing devices, alcohol swabs, and saliva tubes) were available as well as a computer for the online surveys. The first measurements of capillary blood and implementations of saliva samples were performed immediately after entering the booth. Afterwards, the participants received a test solution in a lidded paper cup.",fa76792f-01c9-4f0e-80c3-b5e53cf3637a
10,results8," To guarantee blinding, the order of the interventions, preparation of the test solutions, and distribution of the solutions to the participants were performed by different members of the study staff. While ingesting the test solution, the participants were given an online questionnaire about sensory properties. Over a total period of 240 minutes after ingesting the solution, capillary blood measurements and saliva samples were taken at 40-minute intervals. Then, after the 240 minutes of testing, the participants were asked to complete an online questionnaire about hunger and satiety. Furthermore, adverse events were digitally recorded.  An overview of the study is shown in Figure 1. All participants underwent 10 test days, with different orders of interventions (see Table 1). To maintain a wash-out phase of 24 h, a classical randomisation of the interventions was not possible; thus, the duration of the wash-out phase (24 h) was set according to Fredholm et al. [4].",ff00268c-1506-4037-8eed-6893ec74fb62
11,results9," To guarantee blinding, the order of the interventions was planned individually for each subject by the study management and did not follow the order in Table 1.  2.3. Sampling and Analysis  2.3.1. Preparing the Coffee Samples  To prepare the test solutions, decaffeinated coffee (Tchibo; Hamburg, Germany) was made using a coffee machine (Krups; Solingen, Germany). For this process, 50 g ± 1 g of coffee powder was brewed with 1200 mL of water. The beakers were labeled with the participants' IDs and the sample IDs. Depending on the intervention (see Table 1), caffeine (purity: 99.7%; Alfa Aesar; Kandel, Germany), coconut oil (composition: 7.7% C8, 6.0% C10, and 48.5% C12; Vitaquell; Hamburg, Germany), tricaprylin (C8; purity: 99.6%; IOI Oleochemical; Witten, Germany), and/or tricaprin (C10; purity: 99.6%; IOI Oleochemical; Witten, Germany) were weighed into the beakers using an analytical balance (Kern & Sohn; Balingen-Frommern, Germany).",b768fcb0-53fd-49a1-8054-2aa762b3539f
