,chunk_label,chunk_text,uuid
0,methods0,"2.1. Design Our review was conducted following the approach from the Cochrane Handbook for Systematic Reviews and Interventions [13] with reporting following the Meta-analysis of Observational Studies in Epidemiology (Meta analysis of Observational Studies in Epidemiology (MOOSE)) guideline [14] and Preferred Reporting Items for Systematic Reviews and Meta-Analyses (Preferred Reporting Items for Systematic Reviews and Meta Analyses (PRISMA)) guideline [15]. Each review protocol was registered at ClinicalTrials.gov.  2.2. Data Sources and Searches The databases MEDLINE (Medical Literature Analysis and Retrieval System Online), EMBASE (Excerpta Medica database), and the Cochrane Library were searched for relevant studies with restrictions for randomized clinical trials and prospective cohort studies for each dietary pattern and its association with cardiovascular outcomes and cardiometabolic risk factors, inclusive of people with diabetes.",f7bcc2bd-5a6f-4410-b1f8-eb57a101cc26
1,methods1," The complete search strategy is presented in Figure 1.  2.3. Data Extraction The articles were independently reviewed by two reviewers and relevant data were extracted for each dietary pattern. Outcomes were the incidence and/or mortality of cardiovascular outcomes as well as cardiometabolic risk factors. The evidence for disease incidence outcomes and risk factor outcomes is presented as risk ratios (RR) and mean differences (MDs) with 95% confidence intervals (CIs), respectively. Grading of Recommendations Assessment Development and Evaluation (GRADE) was used to assess the certainty of evidence.  2.4.",0f93e3f5-94b3-46e3-8d03-a8964272adce
2,methods2," Assessment of Study Quality The risk of bias in the randomized controlled trials was assessed using the Cochrane Risk of Bias tool [16], which rates studies as having “high”, “low”, or “unclear” risk of bias across 6 domains: random sequence generation and allocation concealment (both selection bias), blinding of participants/study personnel (performance bias), blinding of outcome ascertainment (detection bias), incomplete outcome data (attrition bias), and selective reporting (reporting bias). The risk of bias in the observational studies was assessed using the Newcastle-Ottawa Scale (Newcastle Ottawa Scale (NOS)). This scale, which awards up to nine points, awards for the cohort selection (max four points), comparability of cohort (max two points) and adequacy of the outcome measures (max three points) [17]. Studies that are awarded ≥6 points are considered “high” quality. Differences were reconciled by consensus.  2.5.",38b617d9-264d-4fc2-ba60-262e6893bf63
3,methods3," Outcomes The prespecified cardiometabolic outcomes included total cardiovascular mortality, coronary heart disease (coronary heart disease (CHD)) mortality, stroke mortality, myocardial infarction mortality, cardiovascular disease (cardiovascular disease (CVD)) incidence, coronary heart disease (coronary heart disease (CHD)) incidence, stroke incidence, myocardial infarction incidence, and diabetes incidence. Additionally, the outcomes included several cardiometabolic risk factors: hemoglobin A1c (HbA1c), fasting plasma glucose, fasting insulin, blood lipids (total cholesterol, low-density lipoprotein (low density lipoprotein (LDL)) cholesterol, high-density lipoprotein (high density lipoprotein (HDL)) cholesterol, non-high density lipoprotein (HDL) cholesterol, triglycerides, and apolipoprotein B (apo B)), body weight, body mass index (body mass index (BMI)), waist circumference, systolic and diastolic blood pressure, and C-reactive protein (C reactive protein (CRP)).  2.6.",b3f68898-f13e-4486-a3ef-d99e346819da
4,methods4," Statistical Analyses Review Manager (RevMan), version 5.3 (Copenhagen, Denmark), was used to conduct primary and sensitivity analyses. STATA software, version 13.0 (College Station, TX, USA), was used to conduct subgroup and publication bias analyses. Using the generic inverse variance method, we pooled mean differences (MDs) for the trials and risk ratios (RRs) for the cohorts. Random-effects models, which yield more conservative summary effect estimates in the presence of residual heterogeneity, were used. Fixed-effects models were only used there were <5 included studies. Paired analyses were applied for crossover trials. Heterogeneity was assessed by the Cochran Q statistic and quantified by the I2 statistic. An I2 ≥ 50% and P < 0.10 was considered to be evidence of substantial heterogeneity. To explore potential causes of heterogeneity, we conducted sensitivity and a priori subgroup analyses.",578bc1ca-3d00-408d-9819-7149baf3cf88
5,methods5," To perform the sensitivity analyses, we recalculated the pooled effect estimates and heterogeneity after removing each individual trial to determine whether a single study exerted an undue influence. A study whose removal changed the direction, significance, or magnitude (>10%) of the effect or the evidence of heterogeneity was considered influential. If ≥10 studies were available, then we explored sources of heterogeneity by prespecified subgroup analyses that included underlying disease status (diabetes, non-diabetes, etc.), diabetes duration, baseline values, study design (parallel, crossover), follow-up (<12 weeks, ≥12 weeks), variants of the dietary pattern (intervention), comparator, dose, risk of bias, and funding source (agency, industry, agency-industry, etc.",232bf051-05dc-4371-ab61-a6a0b7a2bc92
6,methods6,") for the randomized controlled trials and age (children, adults), sex (female, male), variants of the dietary pattern (exposure), underlying disease status, follow-up (<10 years, ≥10 years), dose, validation of dietary assessment methods (validated, non-validated), Newcastle Ottawa Scale (NOS) (<6, ≥6), and funding source for the prospective cohort studies. Meta-regression analyses assessed the significance of categorical and continuous subgroups analyses. Continuous meta-regression analyses and spline curve modelling (MKSPLINE procedure) were used to assess linear and non-linear dose–response analyses, respectively. If ≥10 studies were available, funnel plots and formal testing using the Egger and Begg tests were used to assess publication bias. If bias was detected, investigators used the Duval and Tweedie trim and fill method to input missing study data in attempt to adjust for funnel plot asymmetry.  2.7.",4635109c-e065-4f4f-8ebc-922c22630c07
7,methods7," Grading of the Evidence The Grading of Recommendations Assessment Development and Evaluation (GRADE) approach assessed the quality of the evidence [18,19,20,21,22,23,24,25,26,27,28,29] by grading the evidence as “high”, “moderate”, “low”, or “very low” certainty. Randomized controlled trial evidence begins as high certainty, and observational study (prospective cohort study) evidence begins as low certainty. Evidence can be downgraded due to study limitations (weight of studies showing risk of bias as assessed by the Cochrane Risk of Bias Tool [16] for randomized controlled trials or the Newcastle-Ottawa Scale [16] for observational studies), inconsistency (unexplained substantial heterogeneity, I2 ≥ 50% and P < 0.10), indirectness (presence of factors that limit the generalizability of the results in people with diabetes), imprecision (the 95% confidence intervals cross a minimally important difference), and publication bias (significant evidence of small-study effects).",e0bbfad3-5873-4eed-b61d-bc5c5ad069d6
8,methods8," Evidence can be upgraded due to a large magnitude of association (relative risk, (RR) ≤0.5 or ≥2), a dose–response gradient, or attenuation by plausible confounding.  3. Results 3.1. Search Results Figure 1 shows the process used to select the papers for the systematic reviews and meta-analyses (SRMAs) of the Mediterranean dietary pattern [30,31], vegetarian dietary pattern [32,33], liquid meal replacement dietary pattern [34], Nordic dietary pattern [35], Portfolio dietary pattern [36], and Dietary Approaches to Stop Hypertension (Dietary Approaches to Stop Hypertension (DASH)) dietary pattern [37] reviewed in this paper.  3.2. Definitions of Dietary Patterns The dietary patterns reviewed in this paper have broadly accepted definitions that likely vary between studies due to differences in populations.",f1527581-ae84-460a-bd2c-740a75685d32
9,methods9," To best standardize dietary adherence, the studies used approaches, such as priori and posteriori scores and screener questions, based on the dietary pattern definitions listed below, or as specified otherwise.  The Mediterranean diet prioritizes vegetables, fruits, grains, legumes, nuts, virgin olive oil, and moderate amounts of fish and wine, over the consumption of red and processed meat, processed food and added sugars. The Dietary Approaches to Stop Hypertension (DASH) diet focuses on vegetables, fruits, whole grains, legumes, fat-free or low-fat dairy, and nuts and limits the intake of cholesterol, total and saturated fat, red and processed meats, sweets and added sugars, including sugar-sweetened beverages. The Portfolio diet emphasizes four core cholesterol-lowering food components: nuts, plant protein from soy or other legumes, viscous soluble fiber, and plant sterols.",acb144ea-84ff-4fbd-b074-f5276149799a
