,chunk_label,chunk_text,uuid
0,methods0," This systematic review was performed according to the PRISMA statement for reporting systematic reviews [8]. The protocol was registered in PROSPERO (registration number: CRD42021242137, available online at https://www.crd.york.ac.uk/PROSPERO). Eligibility was assessed for all studies that reported paternal or maternal lifestyle (dietary patterns, specific dietary components and/or physical activity) prior to and/or during pregnancy associated with epigenetic modifications in placental or offspring tissues and fluids. Only papers published in English or Scandinavian languages were assessed. Due to the multifaceted interventions and exposures in terms of both diet and physical activity and diverse outcomes for all types of epigenetic markers, we chose a descriptive design and not a meta-analysis. The primary outcomes reported are associations between lifestyle (diet, physical activity or both) and DNA methylation, histone modifications or miRNA.",73437d79-b093-4b9c-97ee-040bcee8528c
1,methods1,"  Comprehensive searches in PubMed (which includes the MEDLINE database), Embase and Cochrane Library databases were completed on 10 March 2021. The search strategy was developed in collaboration with an experienced research librarian. Both controlled vocabulary terms and keywords were used. We used a combination of the following terms and synonyms: “Pregnancy”, “Maternal”, “Paternal”, “Infant”, “Periconception”, “miRNA”, “DNA Methylation”, “Epigenetic”, “Epigenomics”, “Diet”, “Nutrients”, “Exercise” and “Physical Activity”. The full search is shown in Appendix A, and in Appendix B, an example of a search block in PubMed is shown.  Covidence [9] was used as tool in the screening process. Two independent authors (U.K. and S.K. or L.R. and C.A.) reviewed the searches, and read and extracted all relevant abstracts. Two independent authors (U.K. and S.K. or L.R. and C.A.) performed the full-text screening and read the included papers.",f0f86265-5931-4aad-b111-31c00c6b61b8
2,methods2," In case of any disagreement, a third reviewer was involved. Two independent reviewers read and discussed the included articles.  Studies that used dietary supplements as exposure variables were excluded as we aimed to assess the effect of a healthy lifestyle, including diet and exercise, instead of assessing the potential epigenetic modifications due to single vitamins, minerals or micronutrients.  Data Extraction and Quality Assessment  We used a self-developed template (Appendix C) to extract relevant study data. Two independent authors (U.K. and S.K. or L.R. and C.A.",ba2a1579-55f3-41db-8a9b-4b6b77c41809
3,methods3,") systematically extracted information on publication year, authors, study design, sample size, participants, tissue chosen for epigenetics analysis, exposure/intervention type, tool used for measurements of outcome, handling of potential cofounders such as ethnicity and smoking, characteristics of control and comparison groups (Table 1), as well as outcome measures (DNA methylation, microRNA or histone) and main findings (Table 2). To identify potential consistencies in findings, we systematically sorted results in ‘Specific Genome Approach’ and ‘Genome-Wide Approach’ in Table 1 and sorted results corresponding to exposure (specific macronutrient, diet, physical activity, etc.) in Table 2.  Two independent authors (U.K. and S.K. or L.R. and C.S.A.",40e3f1d1-ed81-4570-a029-6577d194f41d
4,methods4,") assessed the methodological quality of each study using the Revised Cochrane risk-of-bias tool for randomized trials (RoB2) template [10] for randomized controlled trials (RCTs), and the Critical Appraisal Skills Program (Critical Appraisal Skills Program (CASP)) Cohort Study Checklist [11] for cohort studies. Results were described and tabulated.  3. Results  3.1. Search Results  A total of 2467 records were identified after the removal of duplicates. After screening the titles and abstracts of the articles, 42 full-text articles were assessed for eligibility. A further 26 were excluded due to wrong intervention, wrong outcomes, wrong patient population, animal study, wrong study design or only abstract available. We identified 16 studies that met the inclusion criteria, and these studies were included in the review. The study selection process is shown in Figure 1.  3.2.",31d141a6-5f11-46e4-8c12-9fe1b19f1a9f
5,methods5," Summary of Study Characteristics  Among the 16 studies included, 5 studies were RCTs [17,18,19,20,21,26] and 11 studies were cohort studies [3,4,6,12,13,14,16,22,23,24,25]. In total, 3617 mother–offspring pairs were included. Seven studies included participants from the USA [3,4,6], two from the United Kingdom (UK) [14,17], two from Ireland [18,19] and the rest of the studies included participants from China [24], Japan [16], Argentina [20], Denmark [21] and Scotland [13]. Two studies included data from the same RCT that investigated epigenetic changes at birth and at 5 years of age in offspring of mothers on a low glycemic index diet (Geraghty et al. [19] and Geraghty et al. [18], respectively).  We identified no studies focusing on paternal exposures. All RCT studies and most of the cohort studies investigated intervention/exposures during maternal pregnancy.",67ceab6b-8cd6-4dbb-b807-ea03a78274f4
6,methods6," None of the RCT studies examined an intervention in the preconception period or periconceptional period (period from before conception to early pregnancy). The exposure variables were found to vary considerably. Some of the included studies investigated a lifestyle with a combination of diet and physical activity, while others investigated either a specific diet or dietary components. Four studies investigated physical activity as the exposure variable [4,6,17,21], four studies investigated carbohydrate intake [12,14,16,22], four studies investigated glycemic index [17,18,19,24], two studies investigated sugar intake [12,23], two studies investigated Mediterranean diet [21,25], four studies investigated fat intake [12,17,22,27] and three studied other exposures (olive oil [20], unbalanced diet [13] and pro-inflammatory diet [3]). Most studies investigated epigenetic changes in the offspring at birth.",7067e4be-7928-425c-9cda-c1b932a250d0
7,methods7," However, two studies investigated epigenetic changes later in life: offspring at 5 years [18] and at 40 years of age [13].  We identified no studies that investigated histone changes and only one that study investigated miRNA changes [20]. The remaining 15 studies investigated DNA methylation, of which 7 of the included studies used a genome-wide approach [17,18,19,21,22,23,24] measuring methylation at CpG sites or differentially methylated regions (DMRs), while eight studies investigated DNA methylation at specific genes [3,4,6,12,13,14,16,25]. Seven studies used cord blood [3,6,14,17,19,21,25], five studies used placenta samples [12,20,22,23,24] and the rest of the studies used material from either saliva [18], umbilical cord (UC) tissue [16], blood spots [4] or peripheral blood [13].  The characteristics of the studies sorted by the specific gene approach and genome-wide approach are shown in Table 1. Study outcomes and main results sorted by exposure are depicted in Table 2.",aab661c5-0c5a-4eb6-9580-3a36ce338884
8,methods8,"  The following acronyms are used: ADD2, adducin 2; DMR, differentially methylated region; CpG, cytosine-phosphate-guanine; FDR, false discovery rate; GDM, gestational diabetes mellitus; HA, high active; HSD2, hydroxysteroid dehydrogenase type 2; IGF2, insulin growth factor 2; LA, low active; LINE, long interspersed nuclear elements; MEG3, maternally expressed 3; MEST, mesoderm-specific transcript; NNAT, neuronatin; PEG, polyethylen glycol; PLAG1, pleomorphic adenoma gene 1; RXRA, retinoid X receptor alpha; SGCE, sarcoglycan epsilon; SNP, single-nucleotide polymorphism; somatostatin receptor gene The hormone somatostatin (SST)R4, somatostatin receptor 4; ÚTR, 5′ untranslated region.  3.3. Study Quality  The methodological quality of the included studies is shown in Table 3 and Table 4. Of the included RCT studies, three of the studies showed a low risk of bias (Table 4), while some concerns in relation to the risk of bias were associated with the two remaining studies.",0899ec25-874e-456c-a685-593ea1ffcf23
9,methods9," For the included cohort studies, the study quality varied considerably (Table 3), and most of the studies had methodological flaws as several of the studies had not identified and adjusted for all important potential confounding factors, which may have resulted in bias. In one study, it was uncertain whether the authors had adjusted for important confounding factors [3,4,6,16,22,24].  3.4. Specific Gene Approach  Eight cohort studies and no RCTs applied a specific gene approach. Seven of the eight studies showed significant differences in methylation levels between groups in at least one gene [4,6,12,13,14,16,25]. Daniels et al. [12] and Godfrey et al. [14] found that lower maternal carbohydrate intake was associated with higher DNA methylation. Thakali et al. [22] also found that carbohydrate intake was significantly associated with methylation of 12 CpGs. However, it was not significantly associated with placental DNA methylation when adjusting for multiple testing. Miyaso et al.",9c528e36-3993-4154-8a0c-6be059b0420b
