,chunk_label,chunk_text,uuid
0,background0,"The Fat Mass and Obesity (Fat Mass and Obesity (FTO)) and Melanocortin-4 Receptor (MC4R) genes are considered leading obesity-associated loci [1-6]. Both genes have been found to be highly expressed in the hypothalamus in rats [7] suggesting a role in a role in the central regulation of energy balance and appetite [7,8]. Although common variations in these genes have been consistently associated with a higher body mass index (body mass index (BMI)) and obesity risk in numerous individual studies and meta-analyses [1-6,9-12], the association of these variants with a higher type 2 diabetes risk has only recently come to the fore, and is still highly controversial [9,13-24].",927c5ff1-556e-415b-af0f-9245c60f6666
1,background1," Regarding the Fat Mass and Obesity (FTO) gene, a recent meta-analysis [13] in East and South Asians, concluded that the Fat Mass and Obesity (FTO) rs9939609 minor allele (or a proxy), the risk allele for obesity, increased the risk of type 2 diabetes, this association remaining statistically significant even after adjustment for body mass index (BMI). Similar results were reported in a Scandinavian population [14]. In contrast, other studies, despite finding a higher type 2 diabetes risk in carriers of the risk-allele for obesity, concluded that this association disappears when adjusting for body mass index (BMI) [1,25-27]. There are also several investigations in which no association with type 2 diabetes was found [6,9,28-30].",5416f8cc-cfc1-4e4b-add7-721cfe3dc29b
2,background2," Along these lines, a recent editorial comment [24] stated that it is still unclear whether the Fat Mass and Obesity (FTO) is a diabetes-susceptibility gene and further data are needed at this stage, recommending that, in future studies, cases of type 2 diabetes and controls be paired by body mass index (BMI) to better analyze the independent effects on the two outcomes. Regarding the MC4R gene, there are fewer studies that have analyzed the association between the rs17782313 polymorphism (or a proxy) with type 2 diabetes than for the Fat Mass and Obesity (FTO) gene, and the results are even less conclusive [2,18,19,22,23,25,31].  Despite the numerous studies carried out in various populations, it is surprising that none of the above mentioned [1-31] have specifically examined the influence of the diet modulating the associations of the Fat Mass and Obesity (FTO) and the MC4R risk alleles with type 2 diabetes.",895a07ae-92ba-468c-881f-75bfae1fbe03
3,background3," The analysis of this modulation is of great importance as it has been reported that mice with increased fto expression did not develop glucose intolerance when fed a standard diet [32]. Interestingly, they developed glucose intolerance on a high fat diet [32]. Likewise, MC4R knockout mice exhibited increased adiposity and hyperinsulinemia and sometimes, depending on diet, developed type 2 diabetes [33]. Every day more importance is placed on the overall food intake pattern on type 2 diabetes [34-36] and the traditional MedDiet pattern, low in saturated fat and rich in vegetables, fruits, legumes, fish, nuts and olive oil, reduces type 2 diabetes incidence [36-38]. Then, outstanding among the dietary factors that could modulate the effect of the Fat Mass and Obesity (FTO) rs9939609 and the MC4R rs17782313 polymorphisms on type 2 diabetes, is the Mediterranean diet (MedDiet).",872d91bf-c5fd-4d70-bd1f-3a027c09219b
4,background4," Furthermore, the MedDiet is rich in folates [39] and folate availability is crucial for DNA methylation status [40]. Considering that dysregulation in DNA, methylation has been suggested as one relevant epigenetic mechanism in type 2 diabetes [41] and that both the Fat Mass and Obesity (FTO)[42] and the MC4R[43] genes are regulated by methylation, the MedDiet might modulate the effect of these genes through epigenetic mechanisms.  As there are no published studies either for the MC4R or for the Fat Mass and Obesity (FTO) genes that have analyzed their interactions with MedDiet on type 2 diabetes, our main objective was to evaluate whether adherence to the MedDiet pattern modifies the association of the Fat Mass and Obesity (FTO) rs9939609 and MC4R rs17782313 polymorphisms with type 2 diabetes, either independently or jointly. Our secondary aim was to examine the contribution of folate intake in this interaction. ",2bc59a76-8739-4694-969a-5238de63e9b2
5,methods0,"Subjects In a case-control study, we analyzed 7,052 participants (3,430 cases with type 2 diabetes and 3,622 non-diabetic controls) from the PREDIMED (PREvención con DIeta MEDiterránea) trial from whom DNA was isolated, the Fat Mass and Obesity (FTO) rs9939609 determined, and who had valid data for the main clinical and lifestyle variables analyzed at baseline. These participants did not differ in the main characteristics from those of the total cohort (n=7,447). In 7,019 of them, the MC4R rs17782313 polymorphism was successfully determined. The PREDIMED study (http://www.predimed.org) is a multi-center clinical trial aimed at assessing the effects of the MedDiet on the primary prevention of cardiovascular disease (cardiovascular disease (CVD)) [44,45]. Participants were recruited between 2003 and 2009 in Primary Care Centers affiliated to 11 recruiting centers (teaching Hospitals) in Spain.",f55cb8ef-8363-428b-8c89-6adb482fc0e4
6,methods1," They were women (60 to 80 years) or men (55 to 80 years) without prior cardiovascular disease (CVD), with type 2 diabetes (cases) or at least three of the following cardiovascular risk factors in subjects without type 2 diabetes (controls): current smoking, hypertension, elevated low-density lipoprotein cholesterol, low high-density lipoprotein cholesterol, overweight/obesity, or family history of premature coronary heart disease. The specific cut-off points for these eligibility criteria have been previously described [45]. Type 2 diabetes was diagnosed according to American Diabetes Association criteria [46]. The duration of type 2 diabetes was also recorded. The Institutional Review Board /Ethics Committee of each participating center approved the study protocol. All participants provided written informed consent. The study is registered at http://www.controlled-trials.com/ISRCTN 35739639.",c00d2924-2364-476a-ab64-30ae4ac4d2ad
7,methods2,"  Clinical, anthropometric and dietary measurements A general questionnaire was administered at baseline as previously reported [45]. Weight and height were directly measured with calibrated scales and a wall-mounted stadiometer, respectively. Body mass index (body mass index (BMI)) was calculated as weight in kilograms divided by the square of height in meters [45]. Registered dietitians completed a validated 14-item MedDiet adherence questionnaire in a face-to-face interview with each participant [47]. This questionnaire consists of 14 questions on the frequency of consumption of specific foods characteristic of the Spanish MedDiet. Each question was scored 0 or 1.",0a9ed26d-7846-466d-9651-2601bcc63852
8,methods3," One point was given for: 1) using olive oil as the principal source of fat for cooking; 2) preferring white meat over red meat, or for consuming: 1) 4 or more tablespoons of olive oil/d; 2) 2 or more servings of vegetables/d; 3) 3 or more pieces of fruit/d; 4) <1 serving of red meat or sausages/d; 5) <1 serving of animal fat/d; 6) <1 cup of sugar-sweetened beverages/d; 7) 7 or more servings of red wine/wk; 8) 3 or more servings of pulses/wk; 9) 3 or more servings of fish/wk; 10) fewer than 2 commercial pastries/wk; 11) 3 or more servings of nuts/wk; or 12) 2 or more servings/wk of a dish with a traditional sauce of tomatoes, garlic, onion, or leeks sautéed in olive oil. If the condition was not met, 0 points were recorded for the category. The final score ranged from 0 to 14 points. The greater the score obtained from the questionnaire, the greater the adherence to the MedDiet. A dichotomous variable of adherence to the MedDiet was created using as cut-off points the sample mean.",e9e8ed58-5610-4799-8b00-fc3ce4eb4ddb
9,methods4," In a recent work [48] we have demonstrated the important association of the scores obtained in this questionnaire with obesity phenotypes reinforcing the observation that it is a valid tool that may have a great impact on the genotype-phenotype relationship.  In addition, a 137-item validated food frequency questionnaire [49] was administered to all participants. Energy and nutrient intake were calculated from Spanish food composition tables [50]. Dichotomous variables for nutrient intake were also created using as cut-off points the sample means. Physical activity was estimated by the Minnesota Leisure Time Physical Activity Questionnaire validated in Spain [51].  Biochemical analysis, DNA extraction and genotyping Blood samples were obtained after an overnight fast. Fasting glucose was measured using standard enzymatic automated methods as previously described [44].",04fb25ba-baf1-45f4-9f82-604ff9b63306
