,chunk_label,chunk_text,uuid
0,methods0,"2.1. Study Design and Participants We have carried out a cross-sectional analysis at baseline in participants recruited from the PREDIMED Plus-Valencia study. One of the field centers of the multi-center PREDIMED Plus study, which is an ongoing randomized, primary cardiovascular prevention trial conducted in Spain [58]. A detailed description of the trial is available at http://predimedplus.com/. Baseline data used in this study were obtained from PREDIMED Plus-Valencia participants included in the PREDIMED Plus trial registered at https://doi.org/10.1186/ISRCTN89898870. Eligible participants, recruited from several primary care health facilities in the Valencia field center, were community-dwelling adults (men, 55–75 years, women, 60–75 years) with a body-mass index (body mass index (BMI)) in the overweight or obesity range ((body mass index (BMI)) ≥ 27 and <40 kg/m2) and had at least three components of the metabolic syndrome [58].",9b208056-6887-4a50-b29f-53511436de97
1,methods1," In the Valencia field center (located on the eastern Mediterranean coast), the total number of randomized participants included in the PREDIMED Plus trial was 465. In this study, we present the analyses of a specific project of our group in the Valencia field center (currently the only center with genome-wide genotyping data). Here we included all the participants in our center with complete data on total baseline bilirubin concentrations and genome-wide genotyping, in addition to other variables for adjustment (n = 430). These participants did not differ significantly from our entire sample concerning the main variables. Participants provided written informed consent and study protocols and procedures were approved, according to the ethical standards of the Helsinki Declaration and by the Human Research Ethics Committee of Valencia University, Valencia.  2.2.",edc37bc7-7ee4-4029-aaa9-bb8e7b49cda7
2,methods2," Baseline Anthropometric, Biochemical, and Lifestyle Variables Anthropometric variables and blood pressure were determined by trained staff and follow the PREDIMED Plus operations protocol [58]. Weight and height were measured with calibrated scales and a wall-mounted stadiometer, respectively. body mass index (BMI) was calculated as the weight in kilograms divided by the height in meters squared. The waist circumference was measured midway between the lowest rib and the iliac crest after normal expiration, using an anthropometric tape. Blood pressure was measured with a validated semi-automatic oscillometer (Omron HEM-705CP, Hoofddorp, The Netherlands) while the participant was in a seated position for 5 min. Blood samples were collected after a 12-h overnight fast. Fasting plasma glucose, total cholesterol, HDL-C, LDL-C, and triglyceride concentrations were measured, as previously described [59]. Standard laboratory analyses were used for the determination of AST and ALT.",9fb40196-bb2f-402c-a734-5c2f70a2e1b7
3,methods3," Serum total bilirubin concentrations were measured using a standardized colorimetric method with the timed-endpoint diazo method with 2,5-dichlorophenyl diazonium.  Type-2 diabetes was defined as previous clinical diagnosis of diabetes, HbA1c levels ≥ 6.5%, or use of anti-diabetic medication [59]. Leisure-time physical activity was assessed using the validated REGICOR questionnaire [60,61], including questions to collect information on the type of activity, frequency (number of days), and duration. The total leisure-time physical activity-related energy expenditure was estimated as the summed product of frequency, duration, and intensity of each activity divided by 30 days/month (MET·min/day). A 17-item screening questionnaire was used for assessing adherence to an energy-restricted Mediterranean diet [62]. Supplemental Table S1 shows the detailed questions included in the 17-item screening questionnaire.  2.3. Genome-Wide Genotyping Genomic DNA was isolated from blood.",d461f179-1092-4400-88e4-9139ce5492c9
4,methods4," The quantity of double-stranded DNA was measured using PicoGreen (Invitrogen Corporation, Carlsbad, CA, USA). High-density genotyping was performed at the University of Valencia using the Infinium OmniExpress-24 v1.2 BeadChip genotyping array (Illumina Inc., San Diego, CA, USA), according to the manufacturer’s protocol with appropriate quality standards. This array captures 713,599 markers. Allele detection and genotype calling were performed in the GenomeStudio genotyping module (Illumina, Inc., San Diego, CA, USA). Data cleaning was performed using standard analysis pipelines implemented in the Phyton programing language using the Numpy library modules combined with the PLINK [63,64]. From the initial full set, those SNPs not mapped on autosomal chromosomes were filtered out. In addition, SNPs with a minor allele frequency (minor allele frequency (MAF)) < 0.01 or those that deviated from expected Hardy-Weinberg equilibrium (p < 1.0 × 10−5) were removed.",5298d244-020d-4e51-ace8-cec93187a9c2
5,methods5," A total of 622,468 SNPs that passed the quality filter remained for further analysis.  2.4. Statistical Analysis Chi-square tests were used to compare proportions. Student t-tests and ANOVA tests were applied to compare crude means of continuous variables. Triglyceride concentrations were log-transformed for the statistical analyses. We analyzed the association using both crude models and adjusted multivariate regression models including potential confounders. When indicated, models were sequentially adjusted as follows: model 1, unadjusted, model 2, adjusted for age and sex, model 3, additionally adjusted for type-2 diabetes, smoking, physical activity, and medications (lipid-lowering drugs, antihypertensive drugs, and insulin) and total adherence to MedDiet (17-item score).",947d1ebb-91ee-4f6d-916f-8d0cd984d6a7
6,methods6," For the study of interactions between the SNPs and adherence to MedDiet, we categorized baseline adherence to the MedDiet (obtained by the 17-item screening) into two groups based on the sample median (8 points), defining both groups as “Low” adherence to MedDiet (0–8 points), and “High” adherence to MedDiet (9–17 points). General linear models were used for continuous variables. Adjusted means were estimated for the continuous variables from the corresponding multivariate-adjusted models. Analyses were undertaken for the whole population and stratified by sex. Statistical analyses for descriptive and the selected bilirubin associations (not at the GWAS level) were performed with the IBM SPSS Statistics version 23.0, NY. All tests were two-tailed and p values < 0.05 were considered statistically significant for these associations.  For GWAS, genetic association analyses were performed using PLINK v1.9 [63,64].",057c35ac-9295-4af6-a062-16f6cb965674
7,methods7," To evaluate the association of total bilirubin concentrations with each SNP, using PLINK, an additive genetic model was fitted by regressing total bilirubin on genotype dosage (0, 1, or 2 copies of the variant allele). Coefficients for the minor allele were estimated. Unadjusted and adjusted (for sex and age) general linear models were fitted. For the sex-specific GWAS analysis, we carried out the same procedure as for the global GWAS analysis in both men and women strata. In addition to the stratified sex-specific GWAS, we also tested the gene-sex interactions at the GWAS level in the whole population using PLINK GxE tool and showed the statistical significance on the interaction terms gene-sex, as well as the regression coefficients for each stratum. Likewise, the analysis of the gene-diet at the GWAS level was carried out using PLINK and the GxE utility. Adherence to MedDiet as a dichotomous variable was used to test the gene-diet interactions.",8efc67e7-8141-4f69-8e0b-79cc6f96d140
8,methods8," Stratified analysis of gene-diet interactions by sex was additionally carried out. We used the conventional threshold of p < 5 × 10−8 (i.e., Bonferroni correction for 1 million tests) for genome-wide statistical significance. Since this threshold is very conservative for a small sample size, SNPs with p-values below 1 × 10−5 were also considered suggestive of genome-wide significance, and the corresponding results have been shown in some tables and figures for further replication. SNPs were rank-ordered according to the minimum p-value in the genetic models.  We used Haploview (Version 4.2) [65] to create Manhattan plots and to calculate LD, and LD-Link to annotate the proxy of the top SNP, respectively. We used RegulomeDB to annotate SNPs with known and predicted regulatory elements in the intergenic regions of the H. sapiens genome [66].",801540aa-7928-47ed-bf9f-b2c78239243b
9,methods9," This database allows the annotation of relevant regulatory elements (DNAase hypersensitivity, binding sites of transcription factors, and promoter regions that have been biochemically characterized to regulation transcription), according to several scores. Score 1 indicates higher functionality than score 2, and so on. Scores 4, 5, and 6 indicate little evidence of functionality. Quantile-quantile plot comparing the expected and observed p-values [67] was performed in the R-statistical environment.  3. Results The demographic, lifestyle, and clinical characteristics of the study participants at baseline by sex are presented in Table 1. We analyzed 430 subjects, including 242 women and 188 men, aged 65 ± 5 years, which all harbor the metabolic syndrome. Total serum bilirubin concentrations were higher in men than in women, but, in both groups, the mean value of bilirubin concentrations was within normal limits (≤1 mg/dL generally proposed as reference value) [44].",8b039142-fa4d-420b-ab54-f9bbbdce8131
