,chunk_label,chunk_text,uuid
0,methods0,"Subjects of this nested case-control study were selected from among participants of the Tehran Lipid and Glucose Study (TLGS), a large-scale, community-based, prospective study being performed on a sample of residents of District 13 of Tehran, the capital of Iran. The first phase of the Tehran Lipid and Glucose Study (TLGS) was conducted from 1999 to 2001 on 15,005 subjects, aged ≥3 years, and follow-up examinations have been conducted every three years (2002–2005, 2006–2008, 2008–2011, and 2011–2014) to identify newly developed diseases. Details of this ongoing cohort study have been published elsewhere [16,17].   Of 11,001 and 9807 individuals aged ≥18 years who participated in baseline and second follow-up surveys, respectively, 1813 subjects were excluded because they were evaluated as obese (body mass index (BMI) ≥ 30 kg/m2) at either baseline or the second follow-up survey.",423299c8-d919-41f8-a153-0b1e1dba78da
1,methods1," In the current study, 1000 cases were randomly selected among the participants who developed obesity in the third (n = 528), the fourth (n = 416), and the fifth (n = 286) phases. Individuals with a history of weight loss or gain >5 kg in the last six months, those who were pregnant and lactating, or those who had taken drugs that affect weight were excluded from the study, leaving 880 cases to be included in the study. Each of these 880 cases was individually pair matched by age (±5 years) and sex with a random control from a population with normal weight at the time that the corresponding case developed obesity. Cases/controls lacking DNA purification in the range of 1.7 < A260/A280 < 2.0, and those whose reported energy intakes divided by the predicted energy intake did not qualify for the ±3 SD (standard deviation) range, were excluded, so that data of 627 pairs of persons with obesity and their matched controls (1254 persons) were ultimately analyzed (Supplementary Figure S1).",5696f564-bbc9-4c58-bf6c-8156ebd00c65
2,methods2,"  Written informed consent was obtained from all participants. The investigation was carried out according to the rules of the Declaration of Helsinki. The study protocol was approved by the ethics committee of the Research Institute for Endocrine Sciences, Shahid Beheshti University of Medical Sciences, Tehran, Iran (grant No. 840; registration code: ISRCTN15898185 DOI 10.1186/ISRCTN15898185)  2.1. Measurements Dietary intake was assessed using a valid and reliable 168-item semi-quantitative food frequency questionnaire (food frequency questionnaire (FFQ)) to assess the usual food intakes of individuals during the 12 months before the examination [18,19]. The consumption frequency of each food item on a daily, weekly, or monthly basis was converted to daily intakes, and the portion sizes were then converted to grams using measuring cups and spoons.",3d05345c-8161-4953-b5cb-14b8c3b98f46
3,methods3," The Iranian food composition table (food composition table (FCT)) is incomplete [20]; therefore, we used the United States Department of Agriculture (United States Department of Agriculture (USDA)) food composition table (FCT) to analyze foods [21]. However, the Iranian food composition table (FCT) was used for some national foods and beverages when these were not listed in the United States Department of Agriculture (USDA) food composition table (FCT).  The Mediterranean dietary score (MDS) was computed according to Trichopoulou et al. [22], based on the following eight components: Legumes, vegetables, nuts and fruits, fish, and cereals intake; dietary ratio of monounsaturated fatty acid (monounsaturated fatty acid (MUFA)) to saturated fatty acid (saturated fatty acid (SFA)); intake of dairy products, mostly in the form of cheese or yogurt and intakes of meat and poultry.",96a52475-f43d-4398-9336-174b2284f88f
4,methods4," The energy adjusted of each food component was calculated using the energy density method (gram per 1000 kcal) for determining the Mediterranean dietary score (MDS). The sex-specific median intake of the eight food components of the typical Med Diet in the population was considered as the cutoff; a value of 1 was assigned to a high intake (≥median) of each of the desirable components, including fruits, nuts, vegetables, legumes, cereals, and fish, or to a low intake (<median) of each of the undesirable foods, i.e., meat and dairy products. Moreover, a value of 0 was assigned for individuals whose consumption was at or above the median for undesirable foods or below the median for desirable foods. For fat intake, the ratio of daily consumption (in grams) of monounsaturated fatty acid (MUFA) to saturated fatty acid (SFA) was used; a value of 1 was assigned if this ratio was greater than the sex-specific median value and a value of zero was assigned for consumption less than the median.",3c669ed3-dd99-4eee-8b4a-cc3fa1e0e34d
5,methods5," Alcohol consumption is not common in the Iranian population due to religious beliefs and its estimation cannot be precisely conducted in Iran; therefore, alcohol consumption was not considered to be a food component. We then summed up the points for all eight items to calculate the Mediterranean dietary score (MDS). Thus, the total Mediterranean dietary score (MDS) ranged from 0 (no adherence) to 8 (maximal adherence) [23,24].   The body weight of each participant was measured to the nearest 100 g using digital scales while the subjects were minimally clothed and not wearing shoes. Height was measured to the nearest 0.5 cm with a tape measure while the subjects were in a standing position, with their shoulders in a normal alignment and with shoes removed. Circumferences were measured to the nearest millimeter using a flexible tape.",a596b1c2-3e15-4ad5-8981-47c24a582179
6,methods6," Waist circumference (WC) was taken at the end of normal expiration, over light clothing, with the upstretched tape measure positioned at the level of umbilicus, without exerting any pressure on the body surface; measurements were recorded to the nearest 0.1 cm [25]. Hip circumference was measured at the level of maximal protrusion of the gluteal muscles. Waist to hip ratios (WHRs) was calculated as WC (cm) divided by hip circumference (cm) [26].   Physical activity level was assessed with high reliability and relatively moderate validity using the Persian translated modifiable activity questionnaire (modifiable activity questionnaire (MAQ)). The frequency and time spent on light, moderate, hard, and very hard intensity activities, according to the list of common activities of daily life over the past year, were obtained; and activity data were transformed into metabolic equivalent hours per week (METs/h/week) [27,28].   2.2.",a97e0972-9d47-41ba-a9a4-f0e2ad9b24eb
7,methods7," Genotyping We selected six single-nucleotide polymorphisms (SNPs) within the region of the fat mass and obesity associated (FTO) gene, based on published literature and on the validated Genome wide association studies (GWAS) catalog (The NHGRI-EBI Catalog of Published Genome-Wide Association Studies [29] and the Phenotype-Genotype Integrator [30], taking into account minor allele frequency (minor allele frequency (MAF)) > 0.2 and p value < 10−7. The selected SNPs were associated with dietary intake or obesity phenotypes [4,31,32,33,34,35].  Genomic DNA was extracted from peripheral blood using a standard proteinase K, salting-out method. Six SNPs (rs1421085, rs1121980, rs17817449, rs8050136, rs9939973, and rs3751812) were selected through the NCBI site, as follows: our tetra-primer refractory mutation system-(T-ARMS) assay with different inner allele specific primers was used to produce allele-specific polymerase chain reaction (polymerase chain reaction (PCR)) products.",fe59240a-db2e-46df-90dd-eb030e0e54c8
8,methods8," The two outer primers produced a polymerase chain reaction (PCR) product that was used as an internal control for the reaction. For all six SNPs, the polymerase chain reaction (PCR) reaction (Thermal Cycler, Corbett Life Science, Sydney, Australia) was optimized in a 12.5 µL total volume containing 1.5 µL DNA template, 6.25 µL Master Mix containing MgCl2, Smart Taq polymerase (CinnaGene Co., Tehran, Iran), and 0.1% BSA (TaKaRa, Kusatsu, Japan), 2 µL primer (outer and inner), and 2.75 µL water. The polymerase chain reaction (PCR) products were separated by size using agarose gel electrophoresis; each genotype generated a specific band. Accuracy of the results was confirmed by direct sequencing of 10% of each sample using the outer primers.   2.3. Obesity Genetic risk score (GRS) Calculation Genetic risk score (GRS) was calculated based on the six SNPs using the weighted method [8,9].",a953968a-821c-41fd-90c9-f88297f5479a
9,methods9," Each SNP was recoded as 0, 1, or 2 according to the number of risk alleles (body mass index (BMI) increasing alleles), and each SNP was weighted by its relative effect size (odds ratio) derived from the previously reported meta-analysis or original data. We then calculated the Genetic risk score (GRS) using the following equation:  Genetic risk score (GRS) = (OR1 × SNP1 + OR2 × SNP2 + … + ORn × SNPn) × (n/sum of the ORs), where OR is the odds ratio of each individual SNP on body mass index (BMI), as derived from previous literature (original and reported meta-analyses) [4,32,36], n is 6, and sum of the ORs is 8.18 in the current analysis. The Genetic risk score (GRS) ranged from 0 to 12, and each point of the Genetic risk score (GRS) corresponded to each single risk allele.  2.4. Definitions Obesity was defined as a body mass index (BMI) ≥ 30 kg/m2, and a body mass index (BMI) between 18.5 and 24.",4d0f5d4d-1644-4920-8aaf-44aee0a7f855
