,chunk_label,chunk_text,uuid
0,methods0," 2.1. Participants and Study Design  First, a cross-sectional study on 1020 elderly high-cardiovascular-risk Mediterranean subjects was undertaken. Second, a two-sample Mendelian randomization was performed. The recruited white European subjects were participants in the PREDIMED (Prevención con Dieta Mediterránea) Valencia study [59], from the Valencia field center, located on the Mediterranean coast of the Iberian Peninsula (Spain). These participants were recruited in primary healthcare centers, with the following inclusion criteria: elderly (between 55 and 80 years old for men and between 60 and 80 years old for women) and having a high cardiovascular risk, even though they were free of cardiovascular disease at baseline and had plasma fasting glucose determined, as well as successful DNA high-density DNA genotyping for this study (in addition to the other covariates).",c3faea91-3b41-45dd-acba-2a723060f301
1,methods1," The specific inclusion criteria were to have either type 2 diabetes or three or more major cardiovascular risk factors, out of the following: current smoking, hypertension, dyslipidemia, body mass index (body mass index (BMI)) ≥ 25 kg/m2, and /or family history of premature cardiovascular disease [60]. Participants provided written informed consent, and the study was conducted according to the guidelines of the Declaration of Helsinki and approved by the Human Research Ethics Committee of Valencia University, Valencia (ethical approval code H1491427097983, 8 May 2017).  Summary data of the association between gut microbiota composition and genetic variants were obtained from four published mbGWAS [43,45,46,51].",6393433a-ed38-40f3-a386-fda6c9f656de
2,methods2," For the two-sample Mendelian randomization analysis (referring to the application of Mendelian randomization methods to association results estimated in two nonoverlapping sets of individuals) we used, as one sample, the summary level data obtained in the published study by Qin et al. [51] on a large-scale population-based cohort of 5959 individuals with matched gut microbial metagenomes from the FINRISK study. FINRISK is a large Finnish population survey on risk factors in chronic diseases, including subjects aged between 25 and 74 years from six geographical areas of Finland. The study protocol of this study was approved by the Coordinating Ethical Committee of the Helsinki and Uusimaa Hospital District (Ref. 558/E3/2001). For analyzing available summary data from this and from the other already published studies [43,45,46], no additional permission was required. The second sample was our Mediterranean population.  2.2.",c124ffb2-b1bb-4ba1-8255-e0677695f1bd
3,methods3," Baseline Anthropometric, Clinical, Biochemical, and Lifestyle Variables  In our Mediterranean population, we assessed demographic variables, cardiovascular risk factors, and clinical and lifestyle variables by validated questionnaires as previously reported [59]. Anthropometric variables and blood pressure were determined at baseline by trained staff. Weight and height were measured with light clothing and no shoes with calibrated scales and a wall-mounted stadiometer, respectively. body mass index (BMI) was calculated as the weight (in kg) divided by the height (in m2). Blood samples were collected after a 12 h overnight fast. Fasting glucose, total cholesterol, triglycerides, and HDL cholesterol (HDL-C), were measured using standard enzymatic automated methods as previously described [61]. Type 2 diabetes was defined as previously reported [60].",80d8447c-cec6-4ec0-9160-9bdc2f5e66aa
4,methods4," We analyzed adherence to the Mediterranean diet pattern in our Mediterranean population using the validated 14-item scale [62], also administered at baseline. Detailed items of that scale with their response options have been published elsewhere [60,62]. Briefly, the scale consisted of 12 questions on food consumption frequency and two questions on food intake habits considered characteristic of the Mediterranean diet. Each question was scored 0 or 1. The final score ranged from 0 to 14. One point was given for reaching the adherence to the Mediterranean diet recommendation for each item in terms of amount and frequency (olive oil, preferring white meat over red meat,",6edd55c7-d4c5-4279-8746-8411e4b56362
5,methods5," two or more servings of vegetables/day; three or more pieces of fruit/day; <1 serving of red meat or sausages/day; <1 serving of animal fat/day; <1 cup of sugar-sweetened beverages/day; moderate consumption of red wine; three or more servings of pulses/week; three or more servings of fish/week; fewer than two commercial pastries/week; three or more servings of nuts/week; two or more servings/week of “sofrito” (traditional sauce of tomatoes, garlic, onion, or leeks sautéed in olive oil). If the condition was not met, 0 points were recorded for the category. A higher score indicated a greater the adherence to the Mediterranean diet. The degree of adherence was later dichotomized into low or high adherence depending on the population mean (9 points).  2.3. DNA Isolation, Genotyping and GWAS in This Mediterranean Population  Genomic DNA was isolated from blood.",e243a7d8-0756-46d0-a534-b8a4251f0d2b
6,methods6," The quantity of double-stranded DNA was measured using PicoGreen (Invitrogen Corporation, Carlsbad, CA, USA), and high-density genotyping at the genome-wide level using the Infinium OmniExpress-24 BeadChip genotyping array (v1.0 and v1.1) (Illumina Inc., San Diego, CA, USA) was undertaken. This array captures approximately 720,000 markers (the number varies depending on the version: 730,000 for v.1.0 and 716,000 for v.1.1, with 699,221 markers that are common to both versions of the array). Genome-wide genotyping was performed at the University of Valencia according to the manufacturer’s protocol with appropriate quality standards as previously reported [59]. Data cleaning was performed using standard analysis pipelines implemented in Python programming language using the Numpy library modules combined with PLINK [63,64]. SNPs not mapped on autosomal chromosomes were filtered out. In addition, SNPs with a minor allele frequency (minor allele frequency (MAF)) < 0.",98ce0132-f529-47f5-8996-cbbf6631d42c
7,methods7,"01, those that deviated from the expected Hardy–Weinberg equilibrium (p < 1.0 × 10−4), and SNPs with a low call rate (<90%) were removed. The overall call rate in these subjects exceeded 99% genotyping. The minor allele frequency (minor allele frequency (MAF)) was obtained for each SNP in this population. Using genome-wide genotyping, we undertook various GWASs (crude and adjusted for several confounders) to identify which gene variants were most associated with plasma fasting glucose and type 2 diabetes. Additive genetic models were fitted. General linear models were used for fasting glucose as the dependent variable, and regression coefficients and SE were estimated. Models were sequentially adjusted for sex, age, type 2 diabetes, body mass index (BMI) and diabetes medication. Beta coefficients for the minor allele were obtained. These analyses were performed on the whole population and stratified by type 2 diabetes when indicated.",c0283b62-87cc-46fd-ae7b-ff2c3751dfec
8,methods8," Moreover, the statistical significance of the genome-wide SNP × Mediterranean diet pattern (low vs high) interaction term was computed, as well as the interaction term SNPs × sex. With type 2 diabetes as the dependent variable, we used logistic regression analysis (unadjusted and adjusted for the indicated potential confounders). Odds ratios (ORs) and the corresponding 95% confidence intervals (CI) were estimated. Although all the participants were white Caucasians, and no ethnicity bias or population stratification was expected, we checked this potential influence by calculating the genomic inflation factor (lambda coefficient), and it was equal to 1, indicating no genomic inflation. The quantile–quantile plots (Q–Q plots) comparing the expected and observed p-values were performed in the R statistical environment [65].",3c2d77bb-f547-43ed-b8b2-e5fbf7851507
9,methods9,"  Later, from these summary statistics we selected the SNPs corresponding to the microbiome-related genes (the Mi-RSNPs) identified from the previously selected mbGWASs [43,44,45,46,51] and extracted the association coefficients (beta, SE, and p-values) for further analyses. Only the results corresponding to the selected Mi-RSNPs were included in this paper.  2.4. Selection of the Mi-RSNPs from Previously Published mbGWAS and Statistical Analysis  Summary data of the association between gut microbiota composition and genetic variants were obtained from four published mbGWASs [43,45,46,51]. These studies were so-called STD1 [45], STD2 [46], STD3 [51], and STD4 [43] for the purposes of data analysis and tables in this manuscript.",c07560b6-11e3-489a-98dc-c3019bf758bb
